trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.021732	0.00226
-0.0113	-0.0208	-0.0112	0.0002129301687433082	-5.585053606381854e-05	8.726646259971648e-05	1.24987197	53.45624542	1.08952114	0.06110235837034216	0.0219194	0.00149
-0.0015	-0.0187	0.0097	-0.0004974188368183839	6.108652381980153e-05	-6.283185307179586e-05	1.20474768	51.52630997	1.05139077	0.08166921905584124	0.0197253	0.00069
-0.0026	0.015	0.0248	-0.00017802358370342162	-6.981317007977319e-05	-2.6179938779914945e-05	1.15446818	49.37588501	1.02445922	0.0742473430653209	0.0214315	0.00093
-0.005	-0.0034	0.0154	0.0003438298626428829	-0.0003630284844148205	0.00016929693744344995	1.11552715	47.71040344	1.02021801	0.08072728184523582	0.022412	0.00093
0.0091	-0.0358	0.0108	-0.0004747295565424576	3.316125578789226e-05	-3.839724354387525e-05	1.12096071	47.9427948	1.01102252	0.12222216701876888	0.0199195	0.00072
-0.0163	0.0153	0.0395	7.155849933176751e-05	-5.759586531581287e-05	-0.0001012290966156711	1.21010244	51.75532913	1.05353178	0.1401938515024863	0.020968	0.00076
-0.0242	0.0183	0.0289	0.0003700098014227979	-0.0003717551306747922	-6.283185307179586e-05	1.12650847	48.18006516	0.99548057	0.054050390549694245	0.0211308	0.00071
-0.0175	-0.0116	0.0057	-2.4434609527920616e-05	-0.0003577924966588376	-0.000291469985083053	1.06730902	45.64814377	0.97546549	0.09165225884889648	0.0203955	0.00079
-0.0249	-0.0018	0.0187	-0.0003647738136668148	-0.000312413936106985	-0.00016231562043547262	1.04067659	44.50909042	0.96657823	0.05594360646691636	0.0199618	0.0006
-0.0297	0.0115	0.048	0.00016231562043547262	-0.0002897246558310587	-0.000153588974175501	1.12765324	48.22902679	1.00095178	0.07532526803190927	0.0208567	0.00073
-0.0204	-0.025	0.0307	-9.250245035569947e-05	-0.00011519173063162575	-0.00015533430342749534	1.13138783	48.38875198	0.99880833	0.08465481626212995	0.0197592	0.00079
-0.0072	0.0051	0.0426	-0.0005707226654021458	8.726646259971648e-05	-0.00023212879051524583	1.10442352	47.23550797	1.00377033	0.09307364476827694	0.0189967	0.00072
-0.0136	0.0186	0.0602	9.948376736367679e-05	3.665191429188092e-05	-4.363323129985824e-05	1.08779061	46.52412796	1.00679252	0.08296582701445225	0.0217489	0.00092
0.0009	-0.0056	0.0489	-0.00034208453339088857	0.00019198621771937622	-8.203047484373349e-05	1.04281902	44.60071945	0.98000189	0.0817649923862968	0.019977	0.00085
0.0085	0.0178	0.0659	-0.00023212879051524583	-6.981317007977319e-05	-2.6179938779914945e-05	1.10929883	47.44402313	1.01046954	0.06938028333693054	0.0212363	0.00104
0.0007	0.0175	0.0618	8.37758040957278e-05	-0.00020594885173533088	5.759586531581287e-05	1.0346328	44.25060272	0.97187562	0.03899080401811296	0.0222618	0.00117
